,make,model,year,owner,transmission,fuel,engine,max_power,seats,km_driven,seller_type,price_category
3794,Chevrolet,Tavera,2006,First Owner,Manual,Diesel,2499 CC,80 bhp,10.0,100000,Individual,Low
3795,Tata,Zest,2015,Second Owner,Manual,Diesel,1248 CC,88.7 bhp,5.0,90000,Individual,Medium
3796,Maruti,Wagon,2006,Third Owner,Manual,LPG,1061 CC,57.5 bhp,5.0,120000,Individual,Low
3797,Maruti,Zen,2007,Fourth & Above Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,160000,Individual,Low
3798,Toyota,Corolla,2006,Fourth & Above Owner,Manual,Petrol,1794 CC,125 bhp,5.0,100000,Individual,Low
3799,Maruti,Swift,2009,Third Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,120000,Individual,Low
3800,Tata,Indica,2010,Second Owner,Manual,Diesel,1248 CC,75 bhp,5.0,100000,Individual,Low
3801,Maruti,Wagon,2007,Third Owner,Manual,Petrol,1061 CC,67 bhp,5.0,70000,Individual,Low
3802,Hyundai,EON,2017,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,15151,Individual,Medium
3803,Mahindra,Scorpio,2015,First Owner,Manual,Diesel,1997 CC,120 bhp,7.0,60000,Individual,Medium
3804,Hyundai,i10,2011,First Owner,Manual,Petrol,1086 CC,68.05 bhp,5.0,100000,Individual,Low
3805,Maruti,Wagon,2006,Fourth & Above Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,110000,Individual,Low
3806,Hyundai,Grand,2019,First Owner,Automatic,Petrol,1197 CC,81.86 bhp,5.0,7000,Individual,Medium
3807,Maruti,Wagon,2005,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,35000,Individual,Low
3808,Maruti,Swift,2016,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,60000,Individual,Medium
3809,Hyundai,i10,2010,Fourth & Above Owner,Manual,Petrol,1197 CC,78.9 bhp,5.0,70000,Individual,Low
3810,Renault,KWID,2016,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,30000,Individual,Medium
3811,Ford,EcoSport,2013,Second Owner,Manual,Petrol,1499 CC,110.4 bhp,5.0,70000,Individual,Medium
3812,Hyundai,Grand,2015,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,128000,Individual,Medium
3813,Maruti,Swift,2011,Second Owner,Manual,Diesel,,,,160000,Individual,Medium
3814,Toyota,Innova,2012,Second Owner,Manual,Diesel,2494 CC,102 bhp,8.0,120000,Individual,Medium
3815,Maruti,Swift,2014,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,15000,Individual,Medium
3816,Maruti,Swift,2017,First Owner,Manual,Diesel,1248 CC,74.02 bhp,5.0,60000,Individual,Medium
3817,Honda,Brio,2013,First Owner,Manual,Petrol,1198 CC,86.8 bhp,5.0,80000,Individual,Medium
3818,Maruti,Swift,2016,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,80000,Individual,Medium
3819,Ford,Fiesta,2006,Second Owner,Manual,Diesel,1399 CC,68 bhp,5.0,114321,Individual,Low
3820,Tata,Indica,2013,First Owner,Manual,Diesel,1405 CC,70 bhp,5.0,120000,Individual,Low
3821,Mahindra,Scorpio,2012,Second Owner,Manual,Diesel,2179 CC,120 bhp,8.0,120000,Individual,Medium
3822,Toyota,Etios,2014,First Owner,Manual,Diesel,1364 CC,67.06 bhp,5.0,146000,Individual,Medium
3823,Hyundai,i10,2012,First Owner,Manual,LPG,1086 CC,68.05 bhp,5.0,30000,Individual,Medium
3824,Hyundai,EON,2017,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,20000,Individual,Medium
3825,Toyota,Platinum,2017,First Owner,Manual,Diesel,1364 CC,67.05 bhp,5.0,150000,Individual,Medium
3826,Maruti,Eeco,2014,Second Owner,Manual,CNG,1196 CC,61.7 bhp,5.0,70000,Individual,Medium
3827,Hyundai,Elantra,2013,Second Owner,Manual,Petrol,1797 CC,147.5 bhp,5.0,90000,Individual,Medium
3828,Honda,City,2010,Third Owner,Manual,Petrol,1497 CC,118 bhp,5.0,100000,Individual,Medium
3829,Maruti,Wagon,2005,Fourth & Above Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,188000,Individual,Low
3830,Hyundai,i10,2008,Third Owner,Manual,Petrol,1086 CC,68.05 bhp,5.0,100000,Individual,Low
3831,Jaguar,XE,2017,First Owner,Automatic,Diesel,1999 CC,177 bhp,5.0,9000,Dealer,High
3832,Lexus,ES,2019,First Owner,Automatic,Petrol,2487 CC,214.56 bhp,5.0,20000,Dealer,High
3833,Jaguar,XF,2017,First Owner,Automatic,Diesel,1999 CC,177 bhp,5.0,45000,Dealer,High
3834,Tata,Safari,2015,First Owner,Manual,Diesel,2179 CC,147.94 bhp,7.0,110000,Individual,Medium
3835,Volvo,XC40,2019,First Owner,Automatic,Diesel,1969 CC,190 bhp,5.0,20000,Individual,High
3836,Toyota,Camry,2016,First Owner,Automatic,Petrol,2494 CC,157.7 bhp,5.0,68089,Trustmark Dealer,High
3837,Maruti,Wagon,2013,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,58343,Trustmark Dealer,Low
3838,Maruti,Baleno,2018,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,38817,Dealer,Medium
3839,Honda,Jazz,2016,First Owner,Manual,Petrol,1199 CC,88.7 bhp,5.0,56494,Trustmark Dealer,Medium
3840,Toyota,Innova,2013,Second Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,79328,Trustmark Dealer,Medium
3841,Maruti,Swift,2019,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,5621,Trustmark Dealer,Medium
3842,Toyota,Etios,2017,First Owner,Manual,Petrol,1496 CC,88.73 bhp,5.0,25538,Trustmark Dealer,Medium
3843,Maruti,Swift,2018,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,69779,Dealer,Medium
3844,Hyundai,Grand,2017,First Owner,Manual,Diesel,1186 CC,73.97 bhp,5.0,56290,Dealer,Medium
3845,BMW,X4,2019,First Owner,Automatic,Diesel,1995 CC,190 bhp,5.0,7500,Dealer,High
3846,BMW,X4,2019,First Owner,Automatic,Diesel,1995 CC,190 bhp,5.0,8500,Dealer,High
3847,Honda,Amaze,2019,First Owner,Automatic,Petrol,1199 CC,88.76 bhp,5.0,7032,Trustmark Dealer,Medium
3848,Skoda,Rapid,2016,First Owner,Automatic,Petrol,1598 CC,103.5 bhp,5.0,11000,Dealer,Medium
3849,Volvo,V40,2018,First Owner,Automatic,Diesel,1984 CC,150 bhp,5.0,2000,Dealer,High
3850,Hyundai,i20,2017,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,37333,Individual,Medium
3851,Maruti,Ertiga,2014,Second Owner,Manual,Diesel,1248 CC,88.76 bhp,7.0,15000,Individual,Medium
3852,Hyundai,Sonata,2012,Second Owner,Manual,Petrol,2359 CC,198.25 bhp,5.0,330000,Individual,Medium
3853,Maruti,Wagon,2017,First Owner,Manual,CNG,998 CC,58.16 bhp,5.0,60000,Individual,Medium
3854,Toyota,Etios,2016,Second Owner,Manual,Diesel,1364 CC,67.05 bhp,5.0,80000,Individual,Medium
3855,Toyota,Innova,2015,First Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,110000,Individual,Medium
3856,Maruti,Swift,2010,Second Owner,Manual,Diesel,,,,134000,Individual,Low
3857,Maruti,Alto,2011,Second Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,72000,Individual,Low
3858,Toyota,Innova,2006,Second Owner,Manual,Diesel,2494 CC,102 bhp,8.0,140000,Individual,Medium
3859,Maruti,Ritz,2015,Second Owner,Manual,Petrol,1197 CC,85.80 bhp,5.0,80000,Individual,Medium
3860,Maruti,Swift,2010,Second Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,120000,Individual,Low
3861,Toyota,Innova,2015,Second Owner,Manual,Diesel,2494 CC,100.6 bhp,8.0,90000,Individual,Medium
3862,Renault,Duster,2012,Second Owner,Manual,Diesel,1461 CC,83.8 bhp,5.0,100000,Individual,Medium
3863,Maruti,Swift,2009,Third Owner,Manual,Petrol,1298 CC,85.8 bhp,5.0,90000,Individual,Low
3864,Honda,Amaze,2013,Third Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,140000,Individual,Medium
3865,Chevrolet,Spark,2010,First Owner,Manual,Petrol,995 CC,62 bhp,5.0,120000,Individual,Low
3866,Maruti,Vitara,2019,First Owner,Automatic,Diesel,1248 CC,88.5 bhp,5.0,35000,Individual,Medium
3867,Maruti,Alto,2014,Second Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,50000,Individual,Low
3868,Hyundai,Verna,2017,First Owner,Manual,Diesel,1396 CC,88.7 bhp,5.0,82000,Individual,Medium
3869,Maruti,Swift,2014,Third Owner,Manual,Diesel,1248 CC,74 bhp,5.0,70000,Individual,Medium
3870,Maruti,Ritz,2016,First Owner,Manual,Petrol,1197 CC,85.80 bhp,5.0,90000,Individual,Medium
3871,Toyota,Fortuner,2015,First Owner,Automatic,Diesel,2982 CC,168.5 bhp,7.0,60000,Individual,High
3872,Skoda,Octavia,2014,Second Owner,Manual,Diesel,1968 CC,141 bhp,5.0,79000,Individual,High
3873,Toyota,Innova,2011,Second Owner,Manual,Diesel,2494 CC,102 bhp,7.0,291000,Individual,Medium
3874,Toyota,Innova,2010,Second Owner,Manual,Diesel,2494 CC,102 bhp,7.0,250000,Individual,Medium
3875,Mahindra,Bolero,2018,First Owner,Manual,Diesel,2523 CC,63 bhp,9.0,20000,Individual,Medium
3876,Maruti,Ciaz,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,53000,Individual,Medium
3877,Nissan,Micra,2017,First Owner,Automatic,Petrol,1198 CC,76 bhp,5.0,21500,Individual,Medium
3878,Tata,Tiago,2017,First Owner,Manual,Diesel,1047 CC,69 bhp,5.0,89000,Individual,Medium
3879,Maruti,Swift,2013,Second Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,35000,Individual,Medium
3880,Maruti,Zen,2013,Second Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,43000,Individual,Low
3881,Hyundai,Santro,2009,Second Owner,Manual,Petrol,1086 CC,62.1 bhp,5.0,80000,Individual,Low
3882,Hyundai,Santro,2007,Second Owner,Manual,Petrol,1086 CC,63 bhp,5.0,80000,Individual,Low
3883,Hyundai,i20,2014,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,110000,Individual,Medium
3884,Hyundai,EON,2012,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,100000,Individual,Low
3885,Hyundai,EON,2018,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,25000,Individual,Medium
3886,Ford,EcoSport,2019,First Owner,Manual,Diesel,1498 CC,98.96 bhp,5.0,20000,Individual,High
3887,Tata,Zest,2017,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,70000,Individual,Medium
3888,Toyota,Innova,2011,First Owner,Manual,Diesel,2494 CC,102 bhp,7.0,197000,Individual,Medium
3889,Maruti,Wagon,2006,Second Owner,Manual,Petrol,1061 CC,64 bhp,5.0,100000,Individual,Low
3890,Maruti,800,1995,First Owner,Manual,Petrol,796 CC,37 bhp,4.0,70000,Individual,Low
3891,Mahindra,XUV500,2015,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,140000,Individual,Medium
3892,Maruti,Esteem,2008,Second Owner,Manual,Petrol,,,,86000,Individual,Low
3893,Maruti,Alto,2009,First Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,50000,Individual,Low
3894,Tata,Tiago,2017,First Owner,Manual,Petrol,1199 CC,84 bhp,5.0,40300,Individual,Medium
3895,Toyota,Innova,2010,Second Owner,Manual,Diesel,2494 CC,102 bhp,8.0,120000,Individual,Medium
3896,Maruti,Celerio,2016,Second Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,25000,Individual,Medium
3897,Maruti,Wagon,2010,Third Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,155000,Individual,Low
3898,Honda,Jazz,2015,First Owner,Automatic,Petrol,1199 CC,88.7 bhp,5.0,50000,Individual,Medium
3899,Hyundai,i20,2017,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,30030,Dealer,Medium
3900,Hyundai,Xcent,2017,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,29029,Dealer,Medium
3901,Maruti,Ritz,2012,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,72072,Dealer,Medium
3902,Ford,Figo,2012,First Owner,Manual,Diesel,1399 CC,68 bhp,5.0,54000,Individual,Medium
3903,Hyundai,i20,2012,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,82082,Dealer,Medium
3904,Mahindra,XUV500,2016,Second Owner,Manual,Diesel,2179 CC,140 bhp,7.0,48000,Individual,Medium
3905,Maruti,Ertiga,2016,First Owner,Manual,Petrol,1373 CC,91.1 bhp,7.0,20000,Individual,Medium
3906,Hyundai,Verna,2018,First Owner,Automatic,Diesel,1582 CC,126.2 bhp,5.0,49000,Individual,High
3907,Datsun,GO,2015,Third Owner,Manual,Petrol,1198 CC,67 bhp,7.0,35000,Individual,Low
3908,Maruti,Alto,2017,First Owner,Manual,CNG,796 CC,40.3 bhp,4.0,67000,Individual,Low
3909,Maruti,Swift,2011,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,80600,Individual,Medium
3910,Hyundai,EON,2013,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,58609,Individual,Low
3911,Fiat,Punto,2016,First Owner,Manual,Petrol,1172 CC,67 bhp,5.0,33003,Individual,Low
3912,Maruti,Wagon,2016,Second Owner,Manual,CNG,998 CC,58.16 bhp,5.0,43000,Individual,Medium
3913,Hyundai,i20,2016,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,16500,Individual,Medium
3914,Toyota,Innova,2012,Second Owner,Manual,Diesel,2494 CC,102 bhp,8.0,138000,Individual,Medium
3915,Mahindra,Scorpio,2013,Second Owner,Manual,Diesel,2523 CC,75 bhp,9.0,165500,Individual,Medium
3916,Maruti,Swift,2011,Second Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,120000,Individual,Medium
3917,Tata,Nexon,2018,First Owner,Manual,Diesel,1497 CC,108.5 bhp,5.0,30000,Individual,Medium
3918,Tata,Indigo,2010,Second Owner,Manual,Diesel,1396 CC,69 bhp,5.0,70000,Individual,Low
3919,Hyundai,Santro,2001,Second Owner,Manual,Petrol,,,,80000,Individual,Low
3920,Maruti,Zen,2003,Third Owner,Manual,Petrol,993 CC,60 bhp,5.0,170000,Individual,Low
3921,Mahindra,Verito,2011,Third Owner,Manual,Diesel,1461 CC,64.1 bhp,5.0,120000,Individual,Low
3922,Mahindra,Jeep,1998,Second Owner,Manual,Diesel,,,,47990,Individual,Low
3923,Tata,Indica,2014,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,168000,Individual,Low
3924,Honda,Amaze,2017,Second Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,60000,Individual,Medium
3925,Maruti,Alto,2008,Second Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,120000,Individual,Low
3926,Maruti,Wagon,2016,Second Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,5800,Individual,Medium
3927,Maruti,A-Star,2010,Third Owner,Manual,Petrol,998 CC,66.1 bhp,5.0,68700,Individual,Low
3928,Hyundai,Verna,2007,Third Owner,Manual,Petrol,1599 CC,103.2 bhp,5.0,108000,Individual,Low
3929,Tata,Zest,2020,First Owner,Manual,Petrol,1193 CC,88.7 bhp,5.0,40000,Individual,Medium
3930,Ford,Fiesta,2009,Second Owner,Manual,Diesel,1399 CC,67 bhp,5.0,100000,Individual,Low
3931,Chevrolet,Beat,2015,First Owner,Manual,Diesel,936 CC,56.3 bhp,5.0,40000,Individual,Low
3932,Ford,EcoSport,2018,First Owner,Manual,Petrol,1497 CC,121.36 bhp,5.0,90000,Individual,Medium
3933,Volkswagen,Polo,2011,Second Owner,Manual,Petrol,1198 CC,73.9 bhp,5.0,60000,Individual,Low
3934,Hyundai,EON,2016,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,17000,Individual,Medium
3935,Maruti,Wagon,2018,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,5000,Individual,Medium
3936,Maruti,Vitara,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,60000,Individual,Medium
3937,Maruti,Swift,2015,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,140000,Individual,Medium
3938,Jeep,Compass,2017,First Owner,Manual,Diesel,1956 CC,170 bhp,5.0,15000,Individual,High
3939,Tata,Nexon,2018,First Owner,Manual,Petrol,1198 CC,108.5 bhp,5.0,25000,Individual,Medium
3940,Chevrolet,Spark,2016,Second Owner,Manual,Petrol,995 CC,62.1 bhp,5.0,50000,Individual,Low
3941,Chevrolet,Beat,2016,Second Owner,Manual,Diesel,936 CC,56.3 bhp,5.0,60000,Individual,Low
3942,Tata,Nano,2012,Second Owner,Manual,Petrol,624 CC,38 bhp,4.0,40000,Individual,Low
3943,Maruti,Swift,2014,First Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,72000,Individual,Medium
3944,Tata,Manza,2012,Second Owner,Manual,Diesel,1248 CC,88.8 bhp,5.0,195000,Individual,Low
3945,Hyundai,EON,2012,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,70000,Individual,Low
3946,Nissan,Micra,2013,First Owner,Manual,Diesel,1461 CC,63.1 bhp,5.0,83000,Individual,Medium
3947,Hyundai,EON,2012,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,100000,Individual,Low
3948,Maruti,Swift,2015,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,25000,Individual,Medium
3949,Maruti,Swift,2016,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,50000,Individual,Medium
3950,Maruti,Ertiga,2012,First Owner,Manual,Diesel,1248 CC,88.76 bhp,7.0,67000,Individual,Medium
3951,Maruti,Zen,2011,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,30000,Individual,Low
3952,Renault,Pulse,2013,First Owner,Manual,Diesel,1461 CC,63.12 bhp,5.0,85000,Individual,Medium
3953,Mahindra,Thar,2018,First Owner,Manual,Diesel,2498 CC,105 bhp,6.0,25000,Individual,Medium
3954,Toyota,Innova,2007,First Owner,Manual,Diesel,2494 CC,102 bhp,8.0,170000,Individual,Medium
3955,Mahindra,Scorpio,2014,First Owner,Manual,Diesel,2523 CC,75 bhp,8.0,110000,Individual,Medium
3956,Maruti,Wagon,2017,First Owner,Manual,CNG,998 CC,58.16 bhp,5.0,60000,Individual,Medium
3957,Hyundai,Verna,2011,Second Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,80000,Individual,Medium
3958,Maruti,Wagon,2014,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,31000,Individual,Medium
3959,Hyundai,Grand,2014,First Owner,Manual,Diesel,1120 CC,70 bhp,5.0,100000,Individual,Medium
3960,Mahindra,NuvoSport,2016,First Owner,Manual,Diesel,1493 CC,100 bhp,7.0,130000,Individual,Medium
3961,Maruti,Wagon,2016,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,20000,Individual,Medium
3962,Ford,EcoSport,2017,First Owner,Manual,Diesel,1498 CC,98.59 bhp,5.0,60000,Individual,Medium
3963,Maruti,Swift,2013,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,102996,Individual,Medium
3964,Mahindra,Marazzo,2019,First Owner,Manual,Diesel,1497 CC,121 bhp,7.0,5000,Individual,High
3965,Tata,Nexon,2017,First Owner,Manual,Diesel,1497 CC,108.5 bhp,5.0,35000,Individual,Medium
3966,Datsun,GO,2018,Second Owner,Manual,Petrol,1198 CC,67 bhp,5.0,5000,Individual,Medium
3967,Ford,EcoSport,2017,First Owner,Manual,Diesel,1498 CC,98.59 bhp,5.0,60000,Individual,Medium
3968,Maruti,Swift,2017,First Owner,Manual,Petrol,1197 CC,83.14 bhp,5.0,70000,Individual,Medium
3969,Hyundai,Verna,2008,Second Owner,Manual,Diesel,1493 CC,110 bhp,5.0,120000,Individual,Low
3970,Mahindra,TUV,2016,Second Owner,Manual,Diesel,1493 CC,100 bhp,7.0,65100,Individual,Medium
3971,Maruti,Ignis,2019,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,20000,Individual,Medium
3972,Hyundai,i20,2015,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,108000,Individual,Medium
3973,Maruti,Swift,2019,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,15000,Individual,Medium
3974,Hyundai,Santro,2009,First Owner,Manual,Petrol,1086 CC,62.1 bhp,5.0,77000,Individual,Low
3975,Maruti,Wagon,2015,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,18500,Individual,Medium
3976,Mahindra,TUV,2016,First Owner,Manual,Diesel,1493 CC,100 bhp,7.0,120000,Individual,Medium
3977,Renault,KWID,2015,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,15200,Individual,Medium
3978,Honda,Mobilio,2015,First Owner,Manual,Petrol,1497 CC,117.3 bhp,7.0,35000,Individual,Medium
3979,Hyundai,Verna,2011,First Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,80000,Individual,Medium
3980,Hyundai,EON,2013,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,70000,Individual,Low
3981,Mahindra,XUV500,2014,Second Owner,Manual,Diesel,2179 CC,140 bhp,7.0,80000,Individual,Medium
3982,Nissan,Terrano,2014,Second Owner,Manual,Diesel,1461 CC,108.5 bhp,5.0,120000,Individual,Medium
3983,Chevrolet,Cruze,2012,Third Owner,Manual,Diesel,1998 CC,163.7 bhp,5.0,82000,Individual,Medium
3984,Hyundai,i20,2015,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,60000,Individual,Medium
3985,Mahindra,XUV500,2012,Third Owner,Manual,Diesel,2179 CC,140 bhp,7.0,129000,Individual,Medium
3986,Fiat,Grande,2015,First Owner,Manual,Diesel,1248 CC,75 bhp,5.0,67000,Individual,Medium
3987,Toyota,Fortuner,2015,First Owner,Manual,Diesel,2494 CC,142 bhp,7.0,120000,Individual,High
3988,Tata,Safari,2010,Fourth & Above Owner,Manual,Diesel,2179 CC,138.03 bhp,7.0,120000,Individual,Medium
3989,Fiat,Avventura,2015,First Owner,Manual,Diesel,1248 CC,91.72 bhp,5.0,96500,Individual,Medium
3990,Maruti,Wagon,2017,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,52412,Dealer,Medium
3991,Mahindra,Scorpio,2012,First Owner,Manual,Diesel,2179 CC,120 bhp,8.0,85472,Dealer,Medium
3992,Ford,EcoSport,2013,Second Owner,Manual,Diesel,1498 CC,98.59 bhp,5.0,87452,Dealer,Medium
3993,Ford,EcoSport,2018,First Owner,Manual,Diesel,1498 CC,98.96 bhp,5.0,17000,Individual,Medium
3994,Maruti,Wagon,2008,Second Owner,Manual,Petrol,1061 CC,67 bhp,5.0,66530,Individual,Low
3995,Hyundai,i20,2013,First Owner,Manual,Petrol,1197 CC,82.85 bhp,5.0,40000,Individual,Medium
3996,Fiat,Avventura,2015,First Owner,Manual,Diesel,1248 CC,91.72 bhp,5.0,96500,Individual,Medium
3997,Honda,City,2010,First Owner,Manual,Petrol,1497 CC,116.3 bhp,5.0,79000,Individual,Medium
3998,Mahindra,TUV,2016,First Owner,Manual,Diesel,1493 CC,100 bhp,7.0,50000,Individual,Medium
3999,Fiat,Grande,2012,Second Owner,Manual,Diesel,1248 CC,75 bhp,5.0,60000,Individual,Low
4000,Tata,Zest,2018,First Owner,Manual,Petrol,1193 CC,88.7 bhp,5.0,35000,Individual,Medium
4001,Fiat,Avventura,2015,First Owner,Manual,Diesel,1248 CC,91.72 bhp,5.0,120000,Individual,Medium
4002,Maruti,Swift,2019,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,10000,Individual,Medium
4003,Hyundai,i20,2017,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,15000,Individual,Medium
4004,Maruti,Alto,2013,Second Owner,Manual,CNG,796 CC,47.3 bhp,5.0,70000,Individual,Low
4005,Maruti,Alto,2016,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,5000,Individual,Medium
4006,Maruti,Alto,2009,First Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,40000,Individual,Low
4007,Hyundai,Elite,2019,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,10000,Individual,Medium
4008,Hyundai,EON,2016,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,25000,Individual,Medium
4009,Tata,Zest,2017,First Owner,Manual,Petrol,1193 CC,88.7 bhp,5.0,53000,Individual,Medium
4010,Mahindra,Scorpio,2014,Second Owner,Manual,Diesel,2179 CC,120 bhp,9.0,110000,Individual,Medium
4011,Ashok,Leyland,2013,Second Owner,Manual,Diesel,1461 CC,75 bhp,8.0,200000,Individual,Medium
4012,Mahindra,XUV300,2019,First Owner,Manual,Petrol,1197 CC,110 bhp,5.0,22000,Individual,High
4013,Maruti,Wagon,2003,Fourth & Above Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,70000,Individual,Low
4014,Honda,Amaze,2015,Second Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,75000,Individual,Medium
4015,Maruti,Wagon,2012,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,70000,Individual,Low
4016,Volkswagen,Vento,2014,Third Owner,Manual,Petrol,1598 CC,103.2 bhp,5.0,64000,Individual,Medium
4017,Maruti,Gypsy,2002,First Owner,Manual,Petrol,1298 CC,80 bhp,8.0,60000,Individual,Medium
4018,Maruti,Alto,2009,First Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,40000,Individual,Low
4019,Audi,Q7,2010,Second Owner,Automatic,Diesel,2967 CC,241.4 bhp,7.0,110000,Individual,High
4020,Mahindra,Scorpio,2013,First Owner,Manual,Diesel,2179 CC,120 bhp,8.0,60000,Individual,Medium
4021,Hyundai,i20,2015,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,72000,Individual,Medium
4022,Hyundai,i20,2013,Second Owner,Manual,Diesel,1396 CC,88.76 bhp,5.0,70000,Individual,Medium
4023,Chevrolet,Beat,2012,First Owner,Manual,Diesel,936 CC,57.6 bhp,5.0,75000,Individual,Low
4024,Hyundai,i20,2017,Second Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,32331,Individual,Medium
4025,Hyundai,Creta,2016,First Owner,Manual,Diesel,1582 CC,126.2 bhp,5.0,70000,Individual,High
4026,Hyundai,i20,2010,Second Owner,Manual,Diesel,1396 CC,90 bhp,5.0,80000,Individual,Medium
4027,Chevrolet,Spark,2011,Second Owner,Manual,Petrol,995 CC,62 bhp,5.0,20000,Individual,Low
4028,Nissan,Sunny,2012,First Owner,Manual,Petrol,1498 CC,97.7 bhp,5.0,110000,Individual,Medium
4029,Hyundai,Grand,2014,Second Owner,Manual,Petrol,1197 CC,82 bhp,5.0,40000,Individual,Medium
4030,Toyota,Innova,2016,First Owner,Automatic,Petrol,2694 CC,163.7 bhp,7.0,40000,Individual,High
4031,Hyundai,i20,2015,Second Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,90000,Individual,Medium
4032,Maruti,Swift,2014,Second Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,50000,Individual,Medium
4033,Daewoo,Matiz,2001,First Owner,Manual,Petrol,796 CC,53 bhp,5.0,137000,Individual,Low
4034,Hyundai,i20,2015,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,60000,Individual,Medium
